timestamp,Amakhala Emoyeni,Aurora Wind Power,Chaba Wind Farm,Cookhouse Wind Farm,Copperton Windfarm,Dassieklip Wind Energy Facility,Dorper Wind Farm,Excelsior Wind Energy Facility,Garob Wind Farm,Golden Valley Wind,Gouda Wind Project,Grassridge Wind Farm,Jeffreys Bay Wind Farm,Kangnas Wind Farm,Khobab Wind Farm,Kouga Wind Farm,Loeriesfontein 2 Wind Farm,Longyuan Mulilo De Aar Maanhaarberg Wind Energy Facility,Longyuan Mulilo Green Energy De Aar 2 North Wind Energy Facility,Metrowind Van Stadens Wind Farm,Nobelsfontein Phase 1,Nojoli Wind Farm,Noupoort Wind Farm,Nxuba Wind Farm,Oyster Bay Wind Farm,Perdekraal East Wind Farm,Red Cap – Gibson Bay,Roggeveld Wind Farm,Sere Wind Farm,The Karusa Wind Farm,Tsitsikamma Community Wind Farm,Umoya Energy Wind Farm,Waainek Wind Farm,Wesley-Ciskei,Aggregated_Wind_Speed
2023-04-26 20:00:00,3.32,2.13,5.07,4.17,3.34,0.26,2.88,1.2,3.34,4.17,1.5,1.34,3.1,1.12,1.3,3.1,4.37,2.4,2.4,2.35,3.74,4.17,2.91,4.17,3.1,1.83,3.1,2.72,2.51,2.72,2.12,2.16,2.64,2.27,93.02
2023-04-26 21:00:00,3.53,1.69,4.2,4.0,3.29,1.06,3.15,0.71,3.29,4.0,1.62,1.79,3.16,1.81,1.75,3.16,4.13,2.2,2.2,2.5,3.56,4.0,3.2,4.0,3.16,1.96,3.16,2.78,2.52,2.78,2.43,1.52,2.43,1.82,92.55999999999999
2023-04-26 22:00:00,3.42,1.81,4.07,3.78,3.4,1.22,3.51,0.38,3.4,3.78,1.88,1.34,3.39,2.15,1.67,3.39,4.07,1.94,1.94,2.22,3.35,3.78,3.45,3.78,3.39,2.09,3.39,2.79,2.38,2.79,2.54,1.18,2.35,2.1,92.12
2023-04-26 23:00:00,3.17,2.91,3.93,3.86,3.34,1.29,3.67,1.07,3.34,3.86,1.93,0.89,3.85,2.22,2.11,3.85,3.7,1.86,1.86,2.27,3.18,3.86,3.26,3.86,3.85,2.05,3.85,2.74,1.89,2.74,2.47,1.93,2.91,2.75,96.32
2023-04-27 00:00:00,3.48,3.65,4.01,4.05,3.42,1.56,3.59,0.9,3.42,4.05,2.29,5.32,4.9,2.21,2.29,4.9,3.33,2.07,2.07,2.53,3.16,4.05,3.0,4.05,4.9,2.45,4.9,2.73,1.71,2.73,3.58,2.66,3.23,2.35,109.53999999999999
2023-04-27 01:00:00,3.64,4.31,4.0,3.92,3.82,2.07,3.82,1.1,3.82,3.92,2.31,0.89,5.22,2.16,2.33,5.22,3.72,2.81,2.81,2.4,3.68,3.92,2.61,3.92,5.22,2.57,5.22,3.07,1.77,3.07,3.27,3.26,3.37,3.36,112.6
2023-04-27 02:00:00,3.58,4.81,3.72,3.67,4.1,2.48,3.72,1.88,4.1,3.67,2.53,3.13,4.57,1.89,2.43,4.57,4.31,2.87,2.87,2.11,3.84,3.67,2.53,3.67,4.57,2.85,4.57,3.47,2.38,3.47,3.0,3.44,3.16,3.8,115.42999999999999
2023-04-27 03:00:00,3.33,4.69,3.56,3.82,3.99,2.72,3.85,2.47,3.99,3.82,2.45,2.68,3.87,1.87,2.8,3.87,4.58,2.73,2.73,1.76,4.19,3.82,3.06,3.82,3.87,2.76,3.87,3.83,2.45,3.83,2.54,3.44,2.99,4.0,114.04999999999998
2023-04-27 04:00:00,3.44,4.97,3.95,3.91,4.0,3.27,4.4,2.31,4.0,3.91,2.71,1.34,3.52,2.27,3.0,3.52,5.34,2.97,2.97,1.21,4.27,3.91,2.72,3.91,3.52,2.99,3.52,4.45,0.62,4.45,2.59,3.71,2.8,3.74,114.20999999999998
2023-04-27 05:00:00,3.71,5.16,3.03,4.08,4.42,3.22,4.49,2.32,4.42,4.08,2.36,1.34,3.79,1.71,2.84,3.79,5.99,3.77,3.77,1.09,3.99,4.08,2.66,4.08,3.79,2.74,3.79,5.6,1.05,5.6,2.66,4.21,2.71,3.31,119.64999999999996
2023-04-27 06:00:00,3.56,5.33,2.42,3.79,5.41,3.57,5.05,3.14,5.41,3.79,2.7,1.34,4.59,1.13,2.05,4.59,6.16,4.4,4.4,1.32,4.41,3.79,2.35,3.79,4.59,2.71,4.59,6.14,1.2,6.14,3.13,4.48,2.52,3.29,127.28000000000002
2023-04-27 07:00:00,5.29,5.71,5.14,4.04,8.69,4.8,6.14,4.04,8.69,4.04,2.54,5.36,8.61,1.54,2.39,8.61,6.89,6.98,6.98,4.25,6.84,4.04,8.24,4.04,8.61,3.23,8.61,7.56,1.48,7.56,6.46,5.19,3.2,4.08,189.86999999999998
2023-04-27 08:00:00,5.69,5.89,5.14,5.84,9.76,6.16,8.59,4.76,9.76,5.84,2.31,10.29,7.64,0.98,4.39,7.64,6.09,10.08,10.08,6.86,8.07,5.84,13.02,5.84,7.64,2.7,7.64,9.36,2.41,9.36,4.89,5.84,4.85,7.06,228.30999999999995
2023-04-27 09:00:00,7.15,5.81,3.62,8.2,10.77,6.33,11.77,6.61,10.77,8.2,3.08,5.81,6.89,3.83,5.77,6.89,7.21,10.38,10.38,6.1,8.57,8.2,13.49,8.2,6.89,3.08,6.89,9.54,3.74,9.54,5.23,5.89,7.55,8.16,250.5399999999999
2023-04-27 10:00:00,8.45,4.77,9.77,8.62,10.67,7.3,13.76,6.61,10.67,8.62,2.79,4.92,7.3,4.48,6.56,7.3,7.59,9.01,9.01,7.12,8.31,8.62,14.49,8.62,7.3,2.95,7.3,9.58,5.37,9.58,6.98,5.09,7.23,7.24,263.9800000000001
2023-04-27 11:00:00,9.67,4.11,10.8,9.78,12.04,6.12,14.57,6.19,12.04,9.78,2.37,12.86,7.91,5.53,6.87,7.91,7.98,9.68,9.68,8.21,8.0,9.78,12.78,9.78,7.91,2.55,7.91,9.68,5.26,9.68,8.56,4.21,7.16,7.66,285.02000000000004
2023-04-27 12:00:00,9.38,4.07,10.8,10.19,11.21,4.7,12.83,5.29,11.21,10.19,2.59,10.8,8.82,5.83,7.47,8.82,8.17,10.38,10.38,9.0,8.33,10.19,11.35,10.19,8.82,2.27,8.82,8.86,4.12,8.86,9.7,3.57,8.83,7.3,283.34
2023-04-27 13:00:00,9.41,3.91,10.8,9.52,11.17,3.2,12.45,5.76,11.17,9.52,2.77,9.77,9.53,5.94,7.05,9.53,8.37,10.48,10.48,8.64,8.75,9.52,10.12,9.52,9.53,2.28,9.53,8.14,3.7,8.14,10.14,3.06,9.46,7.64,278.99999999999994
2023-04-27 14:00:00,9.25,4.14,8.81,8.53,10.25,2.38,11.44,5.39,10.25,8.53,2.36,10.8,10.65,5.67,6.33,10.65,8.0,9.45,9.45,8.87,8.75,8.53,10.41,8.53,10.65,2.23,10.65,7.28,3.27,7.28,10.89,3.06,9.66,7.61,270.00000000000006
2023-04-27 15:00:00,7.01,3.69,7.97,5.58,8.55,2.1,10.03,4.37,8.55,5.58,2.0,7.6,9.78,5.07,4.86,9.78,7.02,7.61,7.61,7.89,8.14,5.58,8.61,5.58,9.78,2.03,9.78,6.53,3.37,6.53,10.25,2.56,7.72,7.84,226.95
2023-04-27 16:00:00,4.3,2.87,7.38,4.94,6.31,1.71,5.82,2.44,6.31,4.94,1.38,4.47,9.0,3.85,3.21,9.0,5.62,5.16,5.16,7.7,6.16,4.94,5.1,4.94,9.0,1.29,9.0,5.16,3.21,5.16,9.13,1.96,5.23,7.39,179.23999999999995
2023-04-27 17:00:00,4.04,2.22,6.68,5.55,4.87,1.3,3.62,1.45,4.87,5.55,1.58,3.58,7.54,2.22,2.4,7.54,4.68,4.59,4.59,7.0,5.25,5.55,3.79,5.55,7.54,1.52,7.54,3.27,2.67,3.27,7.76,1.71,4.55,6.55,152.39000000000004
2023-04-27 18:00:00,3.55,1.71,6.04,5.3,3.94,1.18,2.19,1.27,3.94,5.3,1.59,2.68,6.33,1.64,1.94,6.33,4.26,4.02,4.02,5.69,4.13,5.3,2.92,5.3,6.33,1.72,6.33,2.81,2.18,2.81,6.42,1.31,3.7,4.95,129.13
2023-04-27 19:00:00,3.02,1.24,5.14,5.03,3.23,1.21,0.95,0.83,3.23,5.03,1.46,2.68,5.34,1.63,1.75,5.34,3.83,3.31,3.31,3.6,3.54,5.03,2.07,5.03,5.34,1.73,5.34,2.47,1.87,2.47,4.91,0.97,2.49,3.71,108.13
2023-04-27 20:00:00,2.57,1.06,4.25,5.39,3.12,1.11,1.31,1.09,3.12,5.39,1.75,1.34,4.32,1.37,1.53,4.32,3.84,2.4,2.4,2.24,3.03,5.39,1.3,5.39,4.32,2.04,4.32,2.31,1.58,2.31,3.82,1.03,1.84,3.13,95.73
2023-04-27 21:00:00,2.29,1.0,3.78,5.32,3.01,0.95,1.68,1.42,3.01,5.32,1.97,1.34,3.89,1.09,1.36,3.89,3.3,1.75,1.75,2.12,2.42,5.32,0.23,5.32,3.89,2.32,3.89,2.28,1.41,2.28,2.92,1.15,1.71,2.53,87.90999999999998
2023-04-27 22:00:00,1.82,0.99,3.64,4.53,2.26,0.7,1.47,1.32,2.26,4.53,1.88,1.79,3.58,1.03,1.37,3.58,3.02,1.66,1.66,1.81,1.63,4.53,1.3,4.53,3.58,2.24,3.58,2.33,1.24,2.33,2.35,1.12,1.5,2.23,79.39
2023-04-27 23:00:00,1.55,1.13,3.19,3.58,0.57,0.47,1.37,1.15,0.57,3.58,1.85,1.34,3.03,1.14,1.2,3.03,2.85,2.02,2.02,1.42,1.06,3.58,1.6,3.58,3.03,2.19,3.03,2.1,1.14,2.1,1.9,0.88,1.12,1.92,66.29000000000002
2023-04-28 00:00:00,1.15,1.56,3.07,2.61,0.34,0.85,1.16,1.15,0.34,2.61,2.17,0.89,2.89,1.2,0.99,2.89,2.65,1.71,1.71,1.07,0.37,2.61,1.01,2.61,2.89,2.31,2.89,2.08,0.84,2.08,1.86,1.16,0.81,2.04,58.56999999999999
2023-04-28 01:00:00,0.63,1.69,2.74,2.05,0.24,0.89,1.35,1.1,0.24,2.05,2.09,1.79,2.67,1.19,0.6,2.67,2.52,1.36,1.36,0.76,0.24,2.05,0.61,2.05,2.67,2.17,2.67,1.82,0.55,1.82,2.04,1.35,0.29,1.73,52.05
2023-04-28 02:00:00,1.04,2.15,1.73,1.73,0.45,0.99,1.78,0.34,0.45,1.73,1.84,0.45,2.27,0.94,0.58,2.27,2.29,0.74,0.74,0.54,0.28,1.73,0.88,1.73,2.27,1.98,2.27,1.81,0.66,1.81,1.92,1.69,0.27,1.47,45.82
2023-04-28 03:00:00,1.4,2.2,1.03,1.31,1.0,1.08,2.35,0.12,1.0,1.31,1.82,0.89,1.68,0.99,0.9,1.68,1.96,0.68,0.68,1.01,0.55,1.31,0.63,1.31,1.68,1.98,1.68,1.88,0.94,1.88,1.77,1.52,0.66,1.02,43.900000000000006
2023-04-28 04:00:00,1.79,2.28,1.08,1.44,1.39,1.25,2.4,0.5,1.39,1.44,1.73,0.89,1.36,1.05,0.89,1.36,1.78,0.74,0.74,0.1,1.37,1.44,0.79,1.44,1.36,1.97,1.36,2.15,0.96,2.15,1.71,1.39,1.16,0.36,45.21
2023-04-28 05:00:00,2.16,2.24,1.22,1.38,1.39,1.53,2.72,1.02,1.39,1.38,1.56,0.89,1.5,1.12,0.0,1.5,1.98,1.22,1.22,1.29,2.06,1.38,1.7,1.38,1.5,1.81,1.5,2.13,1.03,2.13,1.55,1.41,1.33,0.81,50.43000000000001
2023-04-28 06:00:00,2.15,2.1,1.58,1.31,1.79,1.48,2.74,1.12,1.79,1.31,1.64,0.89,1.41,1.14,0.96,1.41,2.03,1.73,1.73,1.13,2.24,1.31,2.07,1.31,1.41,1.87,1.41,2.1,1.04,2.1,1.2,1.48,1.44,1.23,53.64999999999999
2023-04-28 07:00:00,2.91,2.08,2.33,0.89,2.63,1.69,4.61,1.06,2.63,0.89,1.79,0.89,1.27,0.51,1.25,1.27,2.24,2.63,2.63,1.69,3.5,0.89,3.1,0.89,1.27,1.86,1.27,2.85,0.97,2.85,0.77,1.54,2.49,1.77,63.91000000000002
2023-04-28 08:00:00,3.9,2.75,3.16,0.3,3.96,3.07,7.38,1.61,3.96,0.3,2.3,1.79,1.3,0.94,1.54,1.3,3.02,4.23,4.23,2.3,5.35,0.3,4.92,0.3,1.3,2.31,1.3,4.23,1.03,4.23,1.28,2.28,2.34,1.95,86.46000000000001
2023-04-28 09:00:00,4.83,3.53,3.97,0.95,4.83,3.86,9.47,2.3,4.83,0.95,2.49,0.89,2.4,1.15,0.51,2.4,3.84,5.64,5.64,1.54,6.6,0.95,7.18,0.95,2.4,2.57,2.4,5.61,1.64,5.61,1.86,2.95,1.85,1.73,110.32000000000001
2023-04-28 10:00:00,6.72,4.39,4.99,2.39,6.0,4.52,10.69,2.97,6.0,2.39,2.83,1.34,3.11,2.0,1.54,3.11,4.59,6.73,6.73,0.38,7.64,2.39,8.73,2.39,3.11,2.9,3.11,6.54,3.04,6.54,3.22,3.8,0.67,1.49,138.99000000000004
2023-04-28 11:00:00,6.3,4.79,5.94,3.83,6.38,5.12,10.64,3.73,6.38,3.83,2.98,1.79,4.64,4.02,5.09,4.64,5.53,7.4,7.4,1.57,8.34,3.83,9.9,3.83,4.64,3.16,4.64,7.06,4.87,7.06,5.28,4.69,0.79,2.86,172.95
2023-04-28 12:00:00,7.54,4.11,5.51,5.81,6.78,5.98,11.49,4.4,6.78,5.81,3.05,2.24,5.69,4.99,5.77,5.69,6.51,7.91,7.91,5.66,9.32,5.81,11.19,5.81,5.69,3.16,5.69,7.46,6.43,7.46,6.15,4.67,3.3,4.07,205.84
2023-04-28 13:00:00,6.93,3.85,3.9,5.69,6.93,6.11,10.85,4.49,6.93,5.69,3.15,2.68,6.38,5.61,5.74,6.38,7.19,8.01,8.01,5.92,9.23,5.69,10.99,5.69,6.38,3.12,6.38,7.17,7.06,7.17,6.6,4.41,4.79,4.96,210.07999999999998
2023-04-28 14:00:00,6.69,3.21,3.37,4.57,7.45,6.07,9.94,4.09,7.45,4.57,3.03,2.68,6.09,5.77,6.13,6.09,7.12,7.55,7.55,6.22,9.13,4.57,9.07,4.57,6.09,2.94,6.09,6.61,6.82,6.61,6.02,3.94,5.45,5.16,198.71
2023-04-28 15:00:00,4.15,2.16,3.27,4.19,5.32,5.08,7.94,3.44,5.32,4.19,2.54,1.79,5.71,5.86,5.81,5.71,6.82,6.64,6.64,5.44,7.87,4.19,6.31,4.19,5.71,2.52,5.71,5.58,6.9,5.58,6.06,2.96,5.91,4.71,172.22000000000003
2023-04-28 16:00:00,3.05,1.65,2.11,4.5,3.93,3.93,4.68,2.57,3.93,4.5,2.04,0.89,5.17,4.23,4.32,5.17,6.26,4.72,4.72,4.34,5.98,4.5,4.59,4.5,5.17,2.06,5.17,3.78,5.95,3.78,4.66,1.72,5.04,3.58,137.19000000000003
2023-04-28 17:00:00,3.78,1.73,0.86,3.35,4.2,3.03,3.24,2.12,4.2,3.35,1.83,2.24,4.8,2.23,2.79,4.8,5.41,4.09,4.09,3.43,4.36,3.35,4.06,3.35,4.8,1.96,4.8,2.38,4.84,2.38,4.08,1.67,3.21,3.14,113.94999999999997
2023-04-28 18:00:00,3.34,2.41,1.45,3.34,3.31,3.02,2.54,2.28,3.31,3.34,1.82,2.24,3.64,1.98,2.38,3.64,5.24,3.41,3.41,3.27,3.63,3.34,3.47,3.34,3.64,2.16,3.64,1.9,3.67,1.9,2.6,1.24,2.9,3.13,99.93
2023-04-28 19:00:00,2.89,2.28,0.98,3.6,2.15,2.74,2.36,1.8,2.15,3.6,1.39,2.24,3.46,1.71,1.68,3.46,4.49,2.95,2.95,2.29,3.41,3.6,2.9,3.6,3.46,1.88,3.46,1.74,3.28,1.74,2.77,1.21,2.78,2.76,89.75999999999998
2023-04-28 20:00:00,2.68,2.18,2.73,3.26,1.28,2.63,2.15,1.76,1.28,3.26,1.28,1.79,3.63,1.55,1.76,3.63,3.91,3.12,3.12,2.17,2.93,3.26,2.68,3.26,3.63,1.67,3.63,1.55,2.94,1.55,2.84,1.21,2.56,2.63,85.50999999999998
2023-04-28 21:00:00,2.13,1.96,4.28,2.75,1.76,2.58,2.04,2.0,1.76,2.75,1.19,3.59,4.08,1.27,1.66,4.08,3.86,2.35,2.35,2.18,2.45,2.75,2.2,2.75,4.08,1.56,4.08,1.7,2.56,1.7,3.14,1.14,2.3,3.23,86.26000000000002
2023-04-28 22:00:00,2.04,2.09,5.19,2.23,2.25,2.58,1.72,2.18,2.25,2.23,1.06,1.34,3.99,1.4,2.1,3.99,3.88,2.09,2.09,2.48,1.97,2.23,2.21,2.23,3.99,1.42,3.99,2.02,2.21,2.02,3.26,0.94,2.05,3.71,83.42999999999998
2023-04-28 23:00:00,1.33,2.23,5.2,1.61,1.48,2.47,1.82,2.18,1.48,1.61,1.18,3.58,4.25,1.44,1.93,4.25,3.84,1.32,1.32,2.59,1.51,1.61,1.84,1.61,4.25,1.52,4.25,1.73,2.53,1.73,3.16,0.83,2.37,4.03,80.08000000000003
2023-04-29 00:00:00,0.84,2.25,5.94,1.59,1.03,2.5,1.74,2.23,1.03,1.59,1.0,1.79,4.49,1.49,2.23,4.49,3.66,1.12,1.12,2.54,1.46,1.59,1.77,1.59,4.49,1.34,4.49,1.82,2.22,1.82,3.38,0.87,2.82,4.24,78.57
2023-04-29 01:00:00,0.99,2.2,5.91,1.49,0.88,2.32,1.75,2.13,0.88,1.49,0.86,0.89,4.0,1.36,1.78,4.0,3.49,1.41,1.41,2.57,1.85,1.49,1.34,1.49,4.0,1.25,4.0,1.17,1.8,1.17,3.27,0.79,2.87,4.09,72.39000000000001
2023-04-29 02:00:00,1.51,2.1,5.81,1.07,1.23,2.15,1.64,1.85,1.23,1.07,0.81,0.89,3.76,1.76,1.5,3.76,2.9,0.77,0.77,2.63,2.1,1.07,1.19,1.07,3.76,1.19,3.76,0.67,1.76,0.67,3.1,0.79,2.55,3.95,66.84
2023-04-29 03:00:00,1.17,1.73,5.56,0.54,1.36,1.92,1.48,1.79,1.36,0.54,0.46,2.24,3.89,2.03,0.56,3.89,2.22,0.4,0.4,2.61,2.27,0.54,0.9,0.54,3.89,0.83,3.89,1.31,1.91,1.31,3.41,0.76,2.37,3.67,63.75
2023-04-29 04:00:00,1.31,1.26,5.24,0.59,1.49,1.68,1.61,1.84,1.49,0.59,0.36,1.79,4.16,2.2,1.28,4.16,1.75,0.68,0.68,2.58,2.19,0.59,0.9,0.59,4.16,0.52,4.16,1.84,1.7,1.84,3.72,0.98,2.13,3.49,65.55000000000001
2023-04-29 05:00:00,0.73,0.94,4.5,0.55,1.3,1.33,1.56,1.85,1.3,0.55,0.63,1.34,4.39,2.26,1.57,4.39,1.15,1.37,1.37,2.48,1.91,0.55,1.04,0.55,4.39,0.53,4.39,1.56,1.66,1.56,3.82,1.28,2.53,3.47,64.8
2023-04-29 06:00:00,0.34,1.23,4.9,0.61,0.97,1.16,1.24,1.66,0.97,0.61,0.54,1.79,4.51,2.19,1.28,4.51,1.82,1.28,1.28,2.1,1.54,0.61,0.3,0.61,4.51,0.35,4.51,1.04,1.53,1.04,3.69,1.3,2.14,3.29,61.449999999999996
2023-04-29 07:00:00,0.66,1.58,5.59,1.59,1.61,1.23,1.67,1.43,1.61,1.59,0.25,1.79,6.53,1.96,2.06,6.53,1.43,0.39,0.39,3.89,1.51,1.59,0.42,1.59,6.53,0.39,6.53,1.08,1.31,1.08,6.08,1.34,4.02,4.87,82.12
2023-04-29 08:00:00,2.1,2.13,5.71,1.75,2.42,1.99,3.64,2.01,2.42,1.75,0.62,5.66,8.69,2.17,1.54,8.69,1.31,2.06,2.06,5.84,2.21,1.75,0.34,1.75,8.69,0.76,8.69,1.77,1.35,1.77,7.7,1.63,5.75,6.26,114.97999999999999
2023-04-29 09:00:00,2.42,3.61,5.36,2.63,3.49,3.73,5.02,2.73,3.49,2.63,1.55,2.24,9.32,2.27,1.87,9.32,0.41,1.53,1.53,6.27,1.78,2.63,0.74,2.63,9.32,1.49,9.32,2.58,1.73,2.58,8.61,3.07,5.45,6.68,130.02999999999997
2023-04-29 10:00:00,2.54,5.21,5.12,3.57,4.59,4.11,5.36,2.88,4.59,3.57,1.96,9.77,9.85,2.17,2.22,9.85,1.29,2.87,2.87,6.96,0.72,3.57,0.82,3.57,9.85,1.99,9.85,3.46,2.46,3.46,9.29,4.41,5.64,7.08,157.51999999999992
2023-04-29 11:00:00,3.42,5.79,6.23,4.27,5.59,3.68,5.62,2.6,5.59,4.27,1.77,3.58,10.75,1.89,2.58,10.75,2.17,3.37,3.37,7.59,1.5,4.27,1.61,4.27,10.75,1.88,10.75,4.1,3.75,4.1,10.05,5.4,6.19,7.52,171.02
2023-04-29 12:00:00,3.57,6.11,7.67,5.16,6.31,4.34,6.04,3.31,6.31,5.16,1.92,5.81,10.85,1.91,3.49,10.85,3.21,3.99,3.99,9.25,2.25,5.16,3.23,5.16,10.85,1.95,10.85,5.31,5.43,5.31,10.42,5.79,7.2,8.75,196.90999999999994
2023-04-29 13:00:00,4.27,6.97,8.42,5.67,6.25,4.47,6.29,3.48,6.25,5.67,2.16,4.92,10.37,2.14,4.18,10.37,5.16,4.73,4.73,8.91,2.47,5.67,3.57,5.67,10.37,1.93,10.37,3.97,6.36,3.97,10.12,6.56,8.46,8.99,203.89000000000004
2023-04-29 14:00:00,5.19,7.37,9.2,5.51,5.67,3.36,5.74,3.87,5.67,5.51,1.8,4.92,9.9,2.94,3.32,9.9,5.81,5.03,5.03,8.72,2.48,5.51,4.42,5.51,9.9,1.59,9.9,4.11,7.66,4.11,9.82,7.12,8.24,8.87,203.70000000000005
2023-04-29 15:00:00,5.01,7.22,9.46,4.0,4.85,3.44,4.82,3.68,4.85,4.0,1.69,4.02,9.36,3.73,3.96,9.36,5.76,4.92,4.92,7.94,3.09,4.0,4.25,4.0,9.36,1.5,9.36,4.46,8.12,4.46,8.69,6.94,7.8,8.04,191.06000000000003
2023-04-29 16:00:00,3.9,7.68,9.16,3.94,4.0,2.53,3.3,3.73,4.0,3.94,1.44,4.02,8.94,2.54,3.47,8.94,5.28,4.31,4.31,7.63,5.01,3.94,3.3,3.94,8.94,1.25,8.94,2.99,6.71,2.99,8.28,6.92,7.56,7.53,175.36
2023-04-29 17:00:00,3.93,8.4,7.94,4.27,2.98,1.49,3.01,3.03,2.98,4.27,1.35,5.36,8.42,1.95,2.28,8.42,5.06,3.9,3.9,7.69,6.05,4.27,2.33,4.27,8.42,1.35,8.42,2.67,5.58,2.67,8.72,6.76,7.09,7.66,166.89
2023-04-29 18:00:00,3.56,8.92,7.46,3.01,2.19,1.11,2.59,2.25,2.19,3.01,2.0,4.02,8.67,2.77,2.51,8.67,4.11,2.41,2.41,7.71,5.52,3.01,1.25,3.01,8.67,1.84,8.67,2.07,4.58,2.07,8.88,6.9,7.81,7.99,153.84
2023-04-29 19:00:00,3.37,8.45,7.35,3.95,2.65,1.34,3.03,1.45,2.65,3.95,2.73,2.24,8.87,3.16,1.78,8.87,3.21,3.74,3.74,7.54,5.18,3.95,0.28,3.95,8.87,2.64,8.87,1.99,4.14,1.99,8.11,5.97,7.11,7.88,155.00000000000003
2023-04-29 20:00:00,3.08,8.32,7.42,4.14,3.39,1.67,2.97,1.75,3.39,4.14,3.15,7.72,7.55,3.21,1.8,7.55,2.29,3.22,3.22,7.26,4.18,4.14,1.01,4.14,7.55,2.97,7.55,2.21,3.5,2.21,7.19,5.86,5.92,7.42,153.09
2023-04-29 21:00:00,3.12,7.54,7.13,4.18,3.2,2.1,2.89,1.64,3.2,4.18,3.28,2.24,6.65,3.28,1.87,6.65,3.06,3.08,3.08,6.48,3.89,4.18,1.08,4.18,6.65,3.15,6.65,2.04,2.61,2.04,6.37,5.4,5.21,6.83,139.13000000000002
2023-04-29 22:00:00,3.15,7.21,7.27,3.77,3.71,2.2,2.63,1.75,3.71,3.77,3.34,1.34,6.28,3.12,1.75,6.28,4.12,3.55,3.55,5.33,3.57,3.77,0.44,3.77,6.28,3.15,6.28,2.18,1.92,2.18,5.54,5.35,4.93,6.53,133.72
2023-04-29 23:00:00,3.26,6.76,7.66,3.11,4.03,2.43,2.46,1.99,4.03,3.11,3.32,2.24,5.63,3.03,2.02,5.63,4.35,3.28,3.28,3.59,3.54,3.11,1.36,3.11,5.63,3.03,5.63,2.28,1.16,2.28,4.45,5.04,4.42,6.01,126.26000000000002
2023-04-30 00:00:00,2.9,6.21,7.58,2.7,3.53,2.88,2.8,2.33,3.53,2.7,3.42,1.79,5.59,3.18,2.67,5.59,5.03,3.16,3.16,2.96,3.63,2.7,1.79,2.7,5.59,3.12,5.59,2.5,1.23,2.5,4.15,4.41,3.61,5.07,122.30000000000001
2023-04-30 01:00:00,2.67,5.79,7.11,2.06,3.2,2.5,2.77,2.41,3.2,2.06,3.38,3.58,5.22,3.17,2.85,5.22,4.89,2.99,2.99,2.99,3.35,2.06,1.95,2.06,5.22,3.07,5.22,2.21,1.32,2.21,4.1,3.85,3.57,4.7,115.93999999999994
2023-04-30 02:00:00,2.82,5.27,6.91,1.53,3.35,2.65,2.62,1.72,3.35,1.53,3.25,1.34,4.12,3.36,2.67,4.12,5.05,3.37,3.37,3.05,2.6,1.53,2.5,1.53,4.12,2.94,4.12,2.29,1.34,2.29,3.78,3.66,3.66,3.72,105.53
2023-04-30 03:00:00,2.38,4.67,6.24,2.19,3.56,2.61,2.49,1.79,3.56,2.19,3.09,2.68,3.32,3.34,3.27,3.32,5.38,3.49,3.49,2.67,2.61,2.19,1.35,2.19,3.32,2.88,3.32,2.49,1.62,2.49,3.38,3.45,3.48,2.71,103.20999999999997
2023-04-30 04:00:00,1.71,4.22,5.52,2.04,3.45,2.57,3.17,1.93,3.45,2.04,3.09,3.09,2.51,3.28,3.6,2.51,5.4,3.61,3.61,2.39,2.51,2.04,1.69,2.04,2.51,2.93,2.51,2.25,1.4,2.25,2.84,3.29,3.09,1.88,96.42000000000004
2023-04-30 05:00:00,1.58,3.69,4.97,1.8,3.25,2.35,2.74,2.25,3.25,1.8,3.04,0.45,1.32,3.19,3.41,1.32,5.12,3.6,3.6,1.95,2.45,1.8,1.6,1.8,1.32,2.9,1.32,2.47,1.75,2.47,2.34,3.09,2.77,1.67,84.43
2023-04-30 06:00:00,1.77,3.5,5.08,2.04,2.98,2.54,2.59,1.64,2.98,2.04,2.79,1.03,1.32,3.04,3.38,1.32,4.31,4.12,4.12,1.17,2.31,2.04,1.46,2.04,1.32,2.71,1.32,2.22,2.04,2.22,1.85,2.98,2.36,1.62,82.25
2023-04-30 07:00:00,1.17,3.26,2.57,3.04,2.99,2.8,3.06,2.09,2.99,3.04,2.46,1.54,1.39,2.88,5.66,1.39,4.62,4.63,4.63,0.47,2.57,3.04,2.36,3.04,1.39,2.45,1.39,2.2,2.16,2.2,1.19,2.9,1.93,1.25,86.75000000000003
2023-04-30 08:00:00,0.8,2.73,3.09,3.69,2.61,2.88,3.19,2.11,2.61,3.69,2.06,3.09,0.67,2.65,3.44,0.67,4.1,5.66,5.66,0.45,2.51,3.69,3.13,3.69,0.67,2.11,0.67,1.94,3.03,1.94,1.34,2.52,0.9,1.24,85.22999999999999
2023-04-30 09:00:00,1.09,1.71,3.3,3.46,1.8,2.68,2.36,2.15,1.8,3.46,1.58,3.6,2.3,4.12,3.09,2.3,4.02,3.14,3.14,1.03,2.89,3.46,2.8,3.46,2.3,1.58,2.3,2.79,3.51,2.79,2.76,1.58,1.01,0.2,85.56000000000002
