timestamp,temperature,humidity,wind_speed,wind_direction,wind_gusts
2023-06-10 08:00:00,11.15,76,1.44,355,1.69
2023-06-10 09:00:00,14.48,69,1.4,354,1.84
2023-06-10 10:00:00,16.15,64,1.4,336,2.14
2023-06-10 11:00:00,16.7,59,1.49,332,2.42
2023-06-10 12:00:00,17.26,55,1.39,324,2.63
2023-06-10 13:00:00,16.7,53,1.14,329,2.79
2023-06-10 14:00:00,17.81,57,0.43,330,1.98
2023-06-10 15:00:00,16.7,67,0.41,45,0.99
2023-06-10 16:00:00,11.15,71,0.43,338,0.64
2023-06-10 17:00:00,8.93,73,0.83,330,0.79
2023-06-10 18:00:00,8.37,74,1.0,321,0.98
2023-06-10 19:00:00,8.93,75,1.25,331,1.19
2023-06-10 20:00:00,11.35,75,1.31,340,1.27
2023-06-10 21:00:00,10.92,74,1.45,336,1.33
2023-06-10 22:00:00,10.69,73,1.5,331,1.39
2023-06-10 23:00:00,10.44,72,1.56,329,1.48
2023-06-11 00:00:00,10.2,73,1.56,319,1.48
2023-06-11 01:00:00,10.0,74,1.65,331,1.56
2023-06-11 02:00:00,9.79,76,1.87,327,1.75
2023-06-11 03:00:00,9.48,78,1.91,326,1.83
2023-06-11 04:00:00,9.3,81,2.03,340,1.87
2023-06-11 05:00:00,9.14,82,2.11,343,1.98
2023-06-11 06:00:00,9.02,87,2.35,336,2.18
2023-06-11 07:00:00,10.69,83,2.26,341,2.79
2023-06-11 08:00:00,13.93,72,2.16,337,2.95
2023-06-11 09:00:00,16.7,61,2.34,333,4.4
2023-06-11 09:00:00,16.7,61,2.34,333,4.4
2023-06-11 10:00:00,16.7,53,3.51,332,6.01
2023-06-11 11:00:00,17.26,50,4.58,330,7.18
2023-06-11 12:00:00,17.81,50,4.95,328,8.6
2023-06-11 13:00:00,17.26,54,4.72,324,9.22
2023-06-11 14:00:00,16.15,60,4.49,316,9.53
2023-06-11 15:00:00,15.59,66,4.33,316,9.46
2023-06-11 16:00:00,15.59,68,4.22,326,9.56
2023-06-11 17:00:00,15.59,76,4.37,297,9.42
2023-06-11 18:00:00,13.37,83,4.89,300,12.61
2023-06-11 19:00:00,12.26,90,3.91,296,9.46
2023-06-11 20:00:00,13.37,90,3.26,312,9.19
2023-06-11 21:00:00,14.48,89,4.04,315,11.68
2023-06-11 22:00:00,13.37,88,5.02,306,12.05
2023-06-11 23:00:00,12.81,92,4.99,276,11.58
2023-06-12 00:00:00,12.81,88,5.28,274,11.1
2023-06-12 01:00:00,11.15,87,4.94,271,11.34
2023-06-12 02:00:00,12.26,89,4.18,271,10.2
2023-06-12 03:00:00,11.7,90,4.01,277,10.0
2023-06-12 04:00:00,12.26,90,4.34,270,9.89
2023-06-12 05:00:00,11.7,82,6.99,264,11.94
2023-06-12 06:00:00,11.7,80,7.02,267,12.13
2023-06-12 07:00:00,12.26,80,7.01,267,11.81
2023-06-12 08:00:00,12.26,78,7.4,263,12.22
2023-06-12 09:00:00,13.93,73,7.88,264,12.69
2023-06-12 10:00:00,13.93,70,8.45,265,12.44
2023-06-12 11:00:00,13.93,69,8.6,262,13.21
2023-06-12 12:00:00,13.93,71,8.46,264,13.07
2023-06-12 13:00:00,13.37,72,8.63,260,13.8
2023-06-12 14:00:00,13.37,75,8.1,267,13.38
2023-06-12 15:00:00,11.15,75,7.03,271,12.13
2023-06-12 16:00:00,11.15,77,5.23,279,10.82
2023-06-12 17:00:00,11.7,75,5.78,278,11.08
2023-06-12 18:00:00,12.26,77,4.98,293,10.76
2023-06-12 19:00:00,12.26,80,4.64,299,10.92
2023-06-12 20:00:00,12.81,82,3.8,302,10.28
2023-06-12 21:00:00,13.37,84,4.57,308,11.98
2023-06-12 22:00:00,13.37,82,6.05,305,13.89
2023-06-12 23:00:00,13.93,80,7.4,306,16.39
2023-06-13 00:00:00,13.93,82,7.57,299,16.86
2023-06-13 01:00:00,13.93,84,7.71,299,17.29
2023-06-13 02:00:00,14.48,84,8.11,300,17.0
2023-06-13 03:00:00,14.48,85,8.58,295,17.3
2023-06-13 04:00:00,14.48,87,7.84,290,16.12
2023-06-13 05:00:00,14.48,87,7.06,289,14.97
2023-06-13 06:00:00,15.04,84,7.03,296,14.35
2023-06-13 07:00:00,15.04,85,6.87,303,13.73
2023-06-13 08:00:00,15.59,84,6.08,310,13.33
2023-06-13 09:00:00,16.15,85,5.65,309,13.43
2023-06-13 10:00:00,16.15,85,5.81,309,13.44
2023-06-13 11:00:00,16.15,84,5.94,307,13.83
2023-06-13 12:00:00,16.15,83,6.5,310,15.36
2023-06-13 13:00:00,16.7,82,7.24,310,16.1
2023-06-13 14:00:00,16.15,81,7.58,306,16.57
2023-06-13 15:00:00,15.59,82,8.09,305,17.59
2023-06-13 16:00:00,16.15,80,9.59,310,18.49
2023-06-13 17:00:00,13.02,82,9.38,310,18.89
2023-06-13 18:00:00,16.7,81,10.22,309,19.95
2023-06-13 19:00:00,13.56,81,10.89,310,21.13
2023-06-13 20:00:00,13.76,80,11.78,310,22.01
2023-06-13 21:00:00,13.89,80,12.08,306,22.59
2023-06-13 22:00:00,14.15,77,12.31,307,23.23
2023-06-13 23:00:00,17.26,78,12.96,306,24.13
2023-06-14 00:00:00,16.15,83,13.05,316,24.26
2023-06-14 01:00:00,13.93,82,12.48,307,24.91
2023-06-14 02:00:00,12.81,87,10.46,301,22.24
2023-06-14 03:00:00,12.26,95,8.79,247,16.81
2023-06-14 04:00:00,12.81,93,7.39,259,14.82
2023-06-14 05:00:00,11.15,90,7.88,253,14.99
2023-06-14 06:00:00,13.37,82,8.85,262,15.87
2023-06-14 07:00:00,13.37,80,8.44,270,14.68
2023-06-14 08:00:00,13.37,78,8.29,274,14.3
2023-06-14 09:00:00,13.93,75,8.47,275,14.3
2023-06-14 10:00:00,14.48,74,8.13,278,14.09
2023-06-14 11:00:00,13.93,70,8.29,277,14.35
2023-06-14 12:00:00,13.93,69,7.72,275,13.85
2023-06-14 13:00:00,14.48,67,8.11,276,14.18
2023-06-14 14:00:00,13.93,68,7.25,278,13.06
2023-06-14 15:00:00,13.93,69,6.68,277,12.66
2023-06-14 16:00:00,12.81,71,5.2,285,10.97
2023-06-14 17:00:00,12.26,74,4.56,283,10.46
2023-06-14 18:00:00,10.59,81,2.87,293,5.52
2023-06-14 19:00:00,10.04,82,3.06,306,7.19
2023-06-14 20:00:00,10.59,73,4.6,297,9.86
2023-06-14 21:00:00,9.48,78,3.34,300,7.96
2023-06-14 22:00:00,9.48,83,2.07,332,4.42
2023-06-14 23:00:00,8.37,83,1.82,298,2.66
2023-06-15 00:00:00,8.37,90,1.78,335,2.46
2023-06-15 01:00:00,8.93,93,1.79,10,3.09
2023-06-15 02:00:00,8.93,93,1.14,72,1.61
2023-06-15 03:00:00,8.93,95,2.4,351,4.21
2023-06-15 04:00:00,9.48,91,6.62,286,16.58
2023-06-15 05:00:00,13.37,85,10.12,285,18.2
2023-06-15 06:00:00,14.48,83,9.47,291,16.89
2023-06-15 07:00:00,14.48,80,9.39,292,16.99
2023-06-15 08:00:00,13.93,79,10.17,289,17.36
2023-06-15 09:00:00,15.04,76,10.03,290,16.82
2023-06-15 10:00:00,15.04,77,10.43,289,16.53
2023-06-15 11:00:00,15.04,77,9.82,280,16.22
2023-06-15 12:00:00,11.7,90,5.11,239,10.33
2023-06-15 13:00:00,12.81,89,2.43,254,6.5
2023-06-15 14:00:00,13.93,80,4.27,245,7.17
2023-06-15 15:00:00,13.37,84,2.38,270,4.13
2023-06-15 16:00:00,12.81,88,1.98,283,2.01
2023-06-15 17:00:00,12.81,88,2.37,283,2.44
2023-06-15 18:00:00,12.26,89,2.63,282,3.03
2023-06-15 19:00:00,11.15,91,2.5,304,2.76
2023-06-15 20:00:00,8.93,91,2.26,317,2.18
2023-06-15 21:00:00,8.37,92,2.13,321,1.99
2023-06-15 22:00:00,7.26,92,2.06,340,1.9
2023-06-15 23:00:00,7.26,92,1.88,348,1.78
2023-06-16 00:00:00,7.81,91,2.04,352,1.88
2023-06-16 01:00:00,6.7,91,2.28,341,2.14
2023-06-16 02:00:00,8.37,92,2.38,349,2.27
2023-06-16 03:00:00,8.33,92,2.1,335,2.08
2023-06-16 04:00:00,8.06,92,2.41,348,2.3
2023-06-16 05:00:00,7.83,92,2.45,347,2.38
2023-06-16 06:00:00,7.55,91,2.21,342,2.1
2023-06-16 07:00:00,9.0,89,2.4,353,3.02
2023-06-16 08:00:00,11.29,79,2.27,355,3.51
2023-06-16 09:00:00,15.59,68,2.77,345,6.0
2023-06-16 10:00:00,16.7,58,4.18,343,8.63
2023-06-16 11:00:00,16.7,54,5.07,334,9.83
2023-06-16 12:00:00,17.26,55,5.93,330,12.78
2023-06-16 13:00:00,17.81,58,6.5,330,14.88
2023-06-16 14:00:00,17.81,60,6.0,328,13.58
2023-06-16 15:00:00,17.26,65,5.7,327,12.48
2023-06-16 16:00:00,15.59,67,5.71,330,12.62
2023-06-16 17:00:00,16.7,69,6.05,331,13.55
2023-06-16 18:00:00,16.7,72,5.65,328,13.48
2023-06-16 19:00:00,16.15,72,6.88,328,15.68
2023-06-16 20:00:00,16.7,73,7.28,323,16.4
2023-06-16 21:00:00,17.26,73,8.54,320,17.6
2023-06-16 22:00:00,16.7,73,9.66,315,19.95
2023-06-16 23:00:00,16.7,72,10.86,317,21.48
2023-06-17 00:00:00,17.26,73,11.47,318,21.89
2023-06-17 01:00:00,14.24,72,11.45,314,22.09
2023-06-17 02:00:00,16.7,71,12.11,317,22.37
2023-06-17 03:00:00,16.15,74,11.38,322,21.37
2023-06-17 04:00:00,15.59,82,6.8,309,13.99
2023-06-17 05:00:00,13.93,95,3.01,272,6.96
2023-06-17 06:00:00,12.81,92,3.7,278,9.38
2023-06-17 07:00:00,12.26,95,3.19,283,9.45
2023-06-17 08:00:00,13.37,95,3.45,262,8.69
2023-06-17 09:00:00,13.93,90,5.83,262,11.31
2023-06-17 10:00:00,14.48,86,5.93,267,11.95
2023-06-17 11:00:00,13.93,81,5.44,275,10.69
2023-06-17 12:00:00,13.93,82,5.7,277,10.83
2023-06-17 13:00:00,15.04,80,6.9,272,12.11
2023-06-17 14:00:00,13.93,77,6.71,274,11.58
2023-06-17 15:00:00,13.37,76,6.15,277,11.71
2023-06-17 16:00:00,11.7,77,5.27,283,11.1
2023-06-17 17:00:00,11.15,81,4.0,293,9.46
2023-06-17 18:00:00,11.15,86,2.83,302,4.79
2023-06-17 19:00:00,10.59,85,2.68,316,3.05
2023-06-17 20:00:00,7.81,86,2.69,317,3.01
2023-06-17 21:00:00,7.26,86,2.63,315,2.89
2023-06-17 22:00:00,11.12,71,10.02,309,0.0
2023-06-17 23:00:00,11.15,91,2.79,337,3.01
2023-06-18 00:00:00,10.04,86,2.39,339,2.24
2023-06-18 01:00:00,8.37,87,2.29,341,2.11
2023-06-18 02:00:00,11.15,87,2.32,332,2.19
2023-06-18 03:00:00,7.73,87,2.38,336,2.18
2023-06-18 04:00:00,7.56,88,2.28,338,2.12
2023-06-18 05:00:00,10.04,87,2.44,349,2.28
2023-06-18 06:00:00,7.43,87,2.42,349,2.26
2023-06-18 07:00:00,8.87,85,2.21,344,2.91
2023-06-18 08:00:00,13.93,76,2.71,328,7.44
2023-06-18 09:00:00,14.48,66,4.96,325,9.81
2023-06-18 09:00:00,14.48,66,4.96,325,9.81
2023-06-18 10:00:00,14.48,58,5.91,322,10.75
2023-06-18 11:00:00,15.59,55,6.21,321,11.25
2023-06-18 12:00:00,15.59,56,6.74,317,12.47
2023-06-18 13:00:00,16.15,60,6.53,308,12.44
2023-06-18 14:00:00,15.04,64,6.18,309,10.88
2023-06-18 15:00:00,13.93,66,5.8,312,10.76
2023-06-18 16:00:00,13.93,69,5.23,323,10.48
2023-06-18 17:00:00,13.93,72,4.9,331,9.75
2023-06-18 18:00:00,13.37,70,5.56,333,12.04
2023-06-18 19:00:00,13.37,73,5.3,325,11.35
2023-06-18 20:00:00,13.37,75,5.79,331,12.26
2023-06-18 21:00:00,13.93,75,6.36,329,14.11
2023-06-18 22:00:00,13.37,75,7.02,329,15.33
2023-06-18 23:00:00,13.93,76,7.82,324,17.2
2023-06-19 00:00:00,11.56,76,9.08,316,19.79
2023-06-19 01:00:00,14.48,80,10.33,312,21.49
2023-06-19 02:00:00,11.58,84,9.54,313,20.98
2023-06-19 03:00:00,10.59,91,7.67,286,15.57
2023-06-19 04:00:00,11.15,90,11.13,276,20.91
2023-06-19 05:00:00,9.48,85,12.51,276,21.74
2023-06-19 06:00:00,10.59,86,11.97,268,20.99
2023-06-19 07:00:00,9.48,78,12.31,273,22.1
2023-06-19 08:00:00,12.26,76,12.65,271,21.15
2023-06-19 09:00:00,12.81,69,11.61,272,18.84
2023-06-19 10:00:00,12.81,69,11.24,269,17.85
2023-06-19 11:00:00,12.81,70,10.99,269,17.81
2023-06-19 12:00:00,12.26,71,10.61,268,17.09
2023-06-19 13:00:00,12.26,71,10.27,268,16.31
2023-06-19 14:00:00,11.15,73,9.99,267,15.89
2023-06-19 15:00:00,11.15,78,9.83,263,15.54
2023-06-19 16:00:00,8.93,79,9.09,261,14.51
2023-06-19 17:00:00,10.04,79,8.76,262,14.32
2023-06-19 18:00:00,7.26,80,7.53,269,14.12
2023-06-19 19:00:00,7.81,81,7.58,266,13.59
2023-06-19 20:00:00,8.37,80,7.52,263,12.57
2023-06-19 21:00:00,9.48,79,7.79,263,12.84
2023-06-19 22:00:00,10.04,80,6.57,266,12.33
2023-06-19 23:00:00,8.37,81,5.35,270,12.1
2023-06-20 00:00:00,8.37,83,4.45,277,10.87
2023-06-20 01:00:00,8.37,82,3.84,282,9.87
2023-06-20 02:00:00,8.93,83,3.79,282,9.32
2023-06-20 03:00:00,8.93,86,3.3,289,8.05
2023-06-20 04:00:00,8.93,87,3.04,287,8.18
2023-06-20 05:00:00,8.37,87,2.53,305,5.6
2023-06-20 06:00:00,7.26,87,2.02,316,2.87
2023-06-20 07:00:00,7.81,85,1.93,304,5.27
2023-06-20 08:00:00,8.37,84,1.97,319,3.83
2023-06-20 09:00:00,11.7,81,2.11,306,4.94
2023-06-20 10:00:00,12.81,68,3.89,280,6.69
2023-06-20 11:00:00,12.81,63,5.26,269,7.46
2023-06-20 12:00:00,12.81,64,4.81,276,7.82
2023-06-20 13:00:00,12.26,67,4.6,267,6.95
2023-06-20 14:00:00,12.26,73,3.53,265,5.91
2023-06-20 15:00:00,11.7,77,2.72,255,5.26
2023-06-20 16:00:00,8.93,80,2.02,275,2.24
2023-06-20 17:00:00,9.48,81,1.95,302,1.9
2023-06-20 18:00:00,10.04,81,2.3,313,2.25
2023-06-20 19:00:00,10.59,82,2.43,318,2.32
2023-06-20 20:00:00,10.04,82,2.47,323,2.32
2023-06-20 21:00:00,10.04,82,2.51,323,2.36
2023-06-20 22:00:00,7.39,82,2.78,329,2.98
2023-06-20 23:00:00,7.26,82,2.84,323,3.07
2023-06-21 00:00:00,7.29,82,3.08,319,3.71
2023-06-21 01:00:00,7.09,83,3.03,312,3.82
2023-06-21 02:00:00,7.09,83,2.81,309,3.3
2023-06-21 03:00:00,7.1,83,2.91,317,3.18
2023-06-21 04:00:00,7.22,83,3.17,317,3.86
2023-06-21 05:00:00,7.44,83,3.21,324,3.9
2023-06-21 06:00:00,7.97,84,3.03,323,3.86
2023-06-21 07:00:00,9.18,82,2.83,328,4.29
2023-06-21 08:00:00,10.0,83,1.37,244,2.06
2023-06-21 09:00:00,11.15,91,1.57,183,2.76
2023-06-21 10:00:00,10.59,96,1.05,116,1.59
2023-06-21 11:00:00,10.04,96,1.74,97,2.82
2023-06-21 12:00:00,10.04,95,1.89,95,3.36
2023-06-21 13:00:00,10.59,94,2.4,96,4.81
2023-06-21 14:00:00,10.59,92,2.86,82,6.21
2023-06-21 15:00:00,10.59,91,3.33,81,7.43
2023-06-21 16:00:00,10.04,90,2.97,80,7.65
2023-06-21 17:00:00,10.04,90,3.49,82,8.21
2023-06-21 18:00:00,10.04,91,3.94,81,8.9
2023-06-21 19:00:00,10.04,90,3.94,80,9.11
2023-06-21 20:00:00,9.48,89,4.56,79,9.92
2023-06-21 21:00:00,10.04,86,4.63,73,10.2
2023-06-21 22:00:00,9.48,86,4.49,78,9.99
2023-06-21 23:00:00,10.04,86,4.01,81,9.19
2023-06-22 00:00:00,10.04,87,3.84,77,8.46
2023-06-22 01:00:00,10.04,89,3.51,76,7.1
2023-06-22 02:00:00,9.48,92,3.37,78,6.04
2023-06-22 03:00:00,9.48,93,3.16,76,5.45
2023-06-22 04:00:00,10.04,94,2.9,66,4.98
2023-06-22 05:00:00,10.04,95,2.81,67,4.92
2023-06-22 06:00:00,10.04,96,3.09,73,5.6
2023-06-22 07:00:00,7.48,94,3.12,69,6.36
2023-06-22 08:00:00,12.26,87,3.8,70,6.18
2023-06-22 09:00:00,13.93,81,3.76,72,5.61
2023-06-22 10:00:00,14.48,76,3.84,73,5.26
2023-06-22 11:00:00,14.48,71,4.0,74,5.18
2023-06-22 12:00:00,15.04,68,3.75,74,4.65
2023-06-22 13:00:00,15.59,66,3.67,74,4.64
2023-06-22 14:00:00,15.04,70,3.49,79,5.05
2023-06-22 15:00:00,14.48,79,3.08,77,4.68
2023-06-22 16:00:00,13.37,86,3.28,75,4.41
2023-06-22 17:00:00,12.81,89,3.21,69,4.77
2023-06-22 18:00:00,10.2,90,2.99,68,4.0
2023-06-22 19:00:00,9.76,90,2.92,62,3.48
2023-06-22 20:00:00,11.7,89,2.77,56,3.13
2023-06-22 21:00:00,11.7,86,2.47,45,2.39
2023-06-22 22:00:00,11.15,82,2.37,34,2.21
2023-06-22 23:00:00,11.15,79,2.4,28,2.14
2023-06-23 00:00:00,10.59,75,2.38,24,2.13
2023-06-23 01:00:00,11.15,72,2.48,17,2.15
2023-06-23 02:00:00,10.59,69,2.61,16,2.3
2023-06-23 03:00:00,10.04,67,2.4,8,2.12
2023-06-23 04:00:00,8.93,64,2.31,2,2.03
2023-06-23 05:00:00,8.37,62,2.34,360,2.09
2023-06-23 06:00:00,11.28,59,2.53,358,2.22
2023-06-23 07:00:00,12.69,60,2.39,345,2.14
2023-06-23 08:00:00,15.47,58,2.04,336,2.56
2023-06-23 09:00:00,15.04,50,2.05,329,3.21
2023-06-23 10:00:00,20.59,44,2.63,324,5.29
2023-06-23 11:00:00,19.48,42,3.86,316,7.52
2023-06-23 12:00:00,18.93,50,5.02,314,8.26
2023-06-23 13:00:00,18.93,58,4.87,309,7.81
2023-06-23 14:00:00,16.7,67,4.64,293,7.89
2023-06-23 15:00:00,16.15,77,3.91,284,7.01
2023-06-23 16:00:00,15.04,84,3.05,278,5.67
2023-06-23 17:00:00,12.86,86,2.58,280,3.25
2023-06-23 18:00:00,13.93,84,2.05,310,3.23
2023-06-23 19:00:00,14.48,85,1.92,309,2.67
2023-06-23 20:00:00,14.48,86,1.96,315,2.45
2023-06-23 21:00:00,14.48,86,1.98,323,2.21
2023-06-23 22:00:00,14.48,87,1.94,327,1.91
2023-06-23 23:00:00,14.48,88,2.01,333,1.96
2023-06-24 00:00:00,11.15,90,1.95,330,1.86
2023-06-24 01:00:00,10.59,90,1.81,329,1.73
2023-06-24 02:00:00,9.48,89,1.69,334,1.56
2023-06-24 03:00:00,10.04,89,1.58,335,1.44
2023-06-24 04:00:00,12.26,88,1.57,332,1.47
2023-06-24 05:00:00,11.15,88,1.37,328,1.28
2023-06-24 06:00:00,11.15,87,1.03,340,0.97
2023-06-24 07:00:00,12.81,84,0.95,6,0.94
2023-06-24 08:00:00,12.81,79,0.7,61,0.73
2023-06-24 09:00:00,13.93,78,1.32,87,1.6
2023-06-24 10:00:00,14.48,74,1.85,110,1.9
2023-06-24 11:00:00,14.48,74,2.69,120,2.74
2023-06-24 12:00:00,14.48,69,2.9,110,2.92
2023-06-24 13:00:00,13.37,77,3.96,114,4.36
2023-06-24 14:00:00,12.81,88,4.17,117,6.12
2023-06-24 15:00:00,12.81,93,3.62,122,7.09
2023-06-24 16:00:00,12.26,95,3.92,120,7.66
2023-06-24 17:00:00,12.26,93,4.66,116,8.42
2023-06-24 18:00:00,11.7,95,4.91,113,9.99
2023-06-24 19:00:00,11.7,95,4.05,116,9.42
2023-06-24 20:00:00,11.7,93,4.19,111,9.14
2023-06-24 21:00:00,11.7,95,3.78,106,9.69
2023-06-24 22:00:00,11.7,95,3.04,108,8.85
2023-06-24 23:00:00,11.7,96,2.5,117,7.8
2023-06-25 00:00:00,11.15,97,2.46,119,7.75
2023-06-25 01:00:00,11.15,97,2.69,124,7.66
2023-06-25 02:00:00,10.59,97,3.38,120,8.75
2023-06-25 03:00:00,10.59,96,4.35,116,9.44
2023-06-25 04:00:00,11.15,96,4.91,113,9.87
2023-06-25 05:00:00,10.59,95,4.91,108,10.1
2023-06-25 06:00:00,10.59,96,4.63,107,10.77
2023-06-25 07:00:00,10.59,96,4.59,108,10.5
2023-06-25 08:00:00,11.15,96,5.12,111,10.85
2023-06-25 09:00:00,11.15,96,5.34,112,11.24
2023-06-25 09:00:00,11.15,96,5.34,112,11.24
2023-06-25 10:00:00,11.15,95,5.22,112,10.52
2023-06-25 11:00:00,11.15,95,4.73,113,10.07
2023-06-25 12:00:00,11.15,96,4.39,120,10.01
2023-06-25 13:00:00,11.7,95,4.38,126,9.97
2023-06-25 14:00:00,11.7,95,4.12,122,9.72
2023-06-25 15:00:00,11.15,96,3.93,124,9.29
2023-06-25 16:00:00,11.15,96,3.79,122,9.06
2023-06-25 17:00:00,11.15,96,4.26,120,9.74
2023-06-25 18:00:00,11.15,95,3.47,115,9.13
2023-06-25 19:00:00,11.15,95,3.56,110,9.27
2023-06-25 20:00:00,10.59,94,3.99,100,10.2
2023-06-25 21:00:00,11.15,94,3.91,98,10.24
2023-06-25 22:00:00,10.59,94,4.09,102,10.08
2023-06-25 23:00:00,10.59,94,4.21,104,10.2
2023-06-26 00:00:00,11.15,94,4.14,101,9.64
2023-06-26 01:00:00,11.15,94,4.26,99,9.72
2023-06-26 02:00:00,11.15,95,3.98,92,9.73
2023-06-26 03:00:00,10.9,96,3.95,97,9.69
2023-06-26 04:00:00,10.95,96,4.45,103,10.14
2023-06-26 05:00:00,10.98,95,4.99,102,10.77
2023-06-26 06:00:00,11.11,96,4.63,96,10.9
2023-06-26 07:00:00,11.7,96,4.9,103,10.88
2023-06-26 08:00:00,12.26,96,4.94,107,10.58
2023-06-26 09:00:00,12.81,96,4.6,107,10.44
2023-06-26 10:00:00,13.37,94,5.36,102,10.37
2023-06-26 11:00:00,13.93,95,6.18,108,11.77
2023-06-26 12:00:00,13.93,95,6.26,108,11.8
2023-06-26 13:00:00,13.37,94,6.13,103,11.34
2023-06-26 14:00:00,12.81,93,7.32,102,13.04
2023-06-26 15:00:00,12.81,93,7.39,100,13.77
2023-06-26 16:00:00,12.81,92,7.22,95,13.95
2023-06-26 17:00:00,13.37,91,6.94,91,14.23
2023-06-26 18:00:00,12.26,93,8.02,88,14.63
2023-06-26 19:00:00,12.81,92,8.11,87,13.25
2023-06-26 20:00:00,12.81,94,8.46,89,13.58
2023-06-26 21:00:00,13.37,94,8.51,86,13.35
2023-06-26 22:00:00,12.81,92,8.64,86,13.87
2023-06-26 23:00:00,12.81,89,8.93,83,14.15
2023-06-27 00:00:00,12.81,91,8.55,88,14.05
2023-06-27 01:00:00,13.37,92,7.62,81,13.49
2023-06-27 02:00:00,12.81,93,7.15,91,12.36
2023-06-27 03:00:00,13.37,94,6.47,85,11.19
2023-06-27 04:00:00,13.37,95,6.1,91,10.61
2023-06-27 05:00:00,13.37,94,5.64,80,11.13
2023-06-27 06:00:00,13.37,95,3.66,74,8.1
2023-06-27 07:00:00,13.37,96,3.6,90,7.08
2023-06-27 08:00:00,13.93,96,3.09,75,6.53
2023-06-27 09:00:00,13.93,95,3.39,93,5.88
2023-06-27 10:00:00,14.48,95,3.78,87,9.94
2023-06-27 11:00:00,13.93,93,4.04,77,10.22
2023-06-27 12:00:00,14.09,87,8.65,104,0.0
2023-06-27 13:00:00,13.93,97,4.32,91,10.2
2023-06-27 14:00:00,13.93,96,4.2,87,10.51
2023-06-27 15:00:00,13.37,96,3.32,76,9.33
2023-06-27 16:00:00,12.81,97,2.02,73,5.98
2023-06-27 17:00:00,12.81,97,1.04,64,3.52
2023-06-27 18:00:00,12.81,96,0.66,4,0.96
2023-06-27 19:00:00,12.81,96,0.36,347,0.7
2023-06-27 20:00:00,12.81,96,0.69,298,1.06
2023-06-27 21:00:00,12.81,96,1.2,308,2.16
2023-06-27 22:00:00,12.81,94,0.54,338,0.92
2023-06-27 23:00:00,12.26,93,0.66,344,0.94
2023-06-28 00:00:00,11.7,92,1.59,18,1.53
2023-06-28 01:00:00,11.15,92,1.63,34,1.54
2023-06-28 02:00:00,10.04,92,1.7,41,1.59
2023-06-28 03:00:00,10.04,92,1.61,22,1.49
2023-06-28 04:00:00,10.04,90,1.41,28,1.35
2023-06-28 05:00:00,8.93,89,1.43,38,1.4
2023-06-28 06:00:00,8.37,86,1.4,39,1.33
2023-06-28 07:00:00,8.93,83,1.31,21,1.3
2023-06-28 08:00:00,11.7,75,1.2,27,1.44
2023-06-28 09:00:00,13.93,70,1.07,9,1.35
2023-06-28 10:00:00,15.04,66,1.5,350,2.18
2023-06-28 11:00:00,16.7,62,1.32,333,2.04
2023-06-28 12:00:00,16.15,61,1.31,265,1.83
2023-06-28 13:00:00,15.59,63,1.09,240,1.59
2023-06-28 14:00:00,15.59,65,1.14,234,1.41
2023-06-28 15:00:00,13.93,75,1.34,222,1.51
2023-06-28 16:00:00,11.7,80,1.25,244,1.34
2023-06-28 17:00:00,10.04,82,1.11,258,1.16
2023-06-28 18:00:00,7.81,83,0.88,297,0.99
2023-06-28 19:00:00,7.81,83,1.42,301,1.43
2023-06-28 20:00:00,10.11,84,1.78,306,1.71
2023-06-28 21:00:00,9.79,85,2.23,317,2.14
2023-06-28 22:00:00,9.58,85,2.57,318,2.49
2023-06-28 23:00:00,9.64,86,2.89,312,3.85
2023-06-29 00:00:00,9.85,90,2.81,323,5.56
2023-06-29 01:00:00,8.37,92,2.57,320,3.86
2023-06-29 02:00:00,8.93,91,2.89,304,6.42
2023-06-29 03:00:00,11.15,90,3.51,299,8.82
2023-06-29 04:00:00,11.7,90,2.93,299,8.4
2023-06-29 05:00:00,11.7,91,2.97,305,6.94
2023-06-29 06:00:00,12.26,94,3.25,305,9.93
2023-06-29 07:00:00,13.93,84,4.57,315,11.53
2023-06-29 08:00:00,14.48,80,5.1,309,12.64
2023-06-29 09:00:00,16.15,77,6.06,315,13.71
2023-06-29 10:00:00,16.15,74,8.29,308,16.8
2023-06-29 11:00:00,16.7,74,8.55,303,17.7
2023-06-29 12:00:00,15.04,76,7.56,296,17.0
2023-06-29 13:00:00,13.93,79,7.23,290,16.54
2023-06-29 14:00:00,13.37,80,6.34,289,14.91
2023-06-29 15:00:00,12.81,85,5.41,273,12.93
2023-06-29 16:00:00,12.81,82,6.01,278,13.81
2023-06-29 17:00:00,12.26,82,5.87,270,12.49
2023-06-29 18:00:00,13.37,80,5.62,278,12.66
2023-06-29 19:00:00,12.81,82,5.59,287,12.5
2023-06-29 20:00:00,12.26,86,4.81,285,11.91
2023-06-29 21:00:00,12.81,89,3.88,278,10.66
2023-06-29 22:00:00,12.81,91,3.91,292,10.62
2023-06-29 23:00:00,12.81,94,3.11,292,6.73
2023-06-30 00:00:00,12.81,94,2.93,297,4.94
2023-06-30 01:00:00,12.81,94,2.74,312,3.71
2023-06-30 02:00:00,12.26,93,2.35,308,2.58
2023-06-30 03:00:00,11.7,93,2.49,326,2.65
2023-06-30 04:00:00,12.81,92,1.95,320,2.02
2023-06-30 05:00:00,12.81,91,2.08,320,2.14
